player_name,player_id,date,status,reason,value,source_file
Asjha Jones,235,2012-09-12,unavailable,injury,ACHILLES,player_box_2012.parquet
Candice Dupree,689,2012-09-12,unavailable,injury,LEFT KNEE SURGERY,player_box_2012.parquet
Diana Taurasi,585,2012-09-12,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Katelan  Redmon,1078,2012-09-12,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Penny Taylor,388,2012-09-12,unavailable,injury,TORN LEFT ACL,player_box_2012.parquet
Samantha Prahalis,1084,2012-09-12,unavailable,injury,RIGHT SHOULDER,player_box_2012.parquet
Sue Bird,91,2012-09-12,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Tangela  Smith,369,2012-09-12,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Tanisha Wright,618,2012-09-12,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Tina Charles,918,2012-09-12,unavailable,injury,LEFT GROIN STRAIN,player_box_2012.parquet
Tully  Bevilaqua,89,2012-09-12,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
April Sykes,1067,2012-09-13,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Nicky Anosike,774,2012-09-13,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Sylvia Fowles,766,2012-09-13,unavailable,injury,LEG INJURY,player_box_2012.parquet
Ticha  Penicheiro,321,2012-09-13,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
April Sykes,1067,2012-09-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Asjha Jones,235,2012-09-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Candice Dupree,689,2012-09-14,unavailable,injury,LEFT KNEE SURGERY,player_box_2012.parquet
DeWanna Bonner,869,2012-09-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Diana Taurasi,585,2012-09-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Erin Thorn,510,2012-09-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Jessica  Adair,868,2012-09-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Jessica  Moore,646,2012-09-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Karima Christmas-Kelly,1003,2012-09-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Lauren  Jackson,222,2012-09-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Laurie  Koehn,610,2012-09-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Nicky Anosike,774,2012-09-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Noelle Quinn,737,2012-09-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Penny Taylor,388,2012-09-14,unavailable,injury,TORN LEFT ACL,player_box_2012.parquet
Samantha Prahalis,1084,2012-09-14,unavailable,injury,RIGHT SHOULDER,player_box_2012.parquet
Sasha Goodlett,1069,2012-09-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Seimone Augustus,695,2012-09-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Sue Bird,91,2012-09-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Tangela  Smith,369,2012-09-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Yelena Leuchanka,654,2012-09-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Chante  Black,850,2012-09-16,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Crystal Langhorne,805,2012-09-16,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
DeWanna Bonner,869,2012-09-16,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Kelley Cain,1076,2012-09-16,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Noelle Quinn,737,2012-09-16,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Samantha Prahalis,1084,2012-09-16,unavailable,injury,RIGHT SHOULDER,player_box_2012.parquet
Sylvia Fowles,766,2012-09-16,unavailable,injury,LEG INJURY,player_box_2012.parquet
Tangela  Smith,369,2012-09-16,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Tully  Bevilaqua,89,2012-09-16,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Ziomara Morrison,1073,2012-09-16,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Amber Harris,985,2012-09-17,unavailable,illness,ILLNESS,player_box_2012.parquet
Erin Thorn,510,2012-09-17,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Sasha Goodlett,1069,2012-09-17,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Diana Taurasi,585,2012-09-18,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Katelan  Redmon,1078,2012-09-18,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Kelley Cain,1076,2012-09-18,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Lauren  Jackson,222,2012-09-18,unavailable,injury,STRAINED HAMSTRING,player_box_2012.parquet
Penny Taylor,388,2012-09-18,unavailable,injury,TORN LEFT ACL,player_box_2012.parquet
Samantha Prahalis,1084,2012-09-18,unavailable,injury,RIGHT SHOULDER,player_box_2012.parquet
Sylvia Fowles,766,2012-09-18,unavailable,injury,LOWER LEG,player_box_2012.parquet
Tully  Bevilaqua,89,2012-09-18,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Ziomara Morrison,1073,2012-09-18,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Briann January,860,2012-09-19,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Danielle McCray,974,2012-09-19,unavailable,injury,LEFT KNEE INJURY,player_box_2012.parquet
Jessica  Moore,646,2012-09-19,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Shavonte Zellous,851,2012-09-19,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Amber Harris,985,2012-09-20,unavailable,illness,ILLNESS,player_box_2012.parquet
Chante  Black,850,2012-09-20,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Laurie  Koehn,610,2012-09-20,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Lindsay Whalen,545,2012-09-20,unavailable,illness,ILLNESS,player_box_2012.parquet
Sylvia Fowles,766,2012-09-20,unavailable,injury,LOWER LEG,player_box_2012.parquet
Yelena Leuchanka,654,2012-09-20,unavailable,injury,RIGHT WRIST INJURY,player_box_2012.parquet
Amber Harris,985,2012-09-21,unavailable,illness,ILLNESS,player_box_2012.parquet
Briann January,860,2012-09-21,unavailable,illness,EVALUATION,player_box_2012.parquet
Crystal Langhorne,805,2012-09-21,unavailable,injury,LEFT FOOT,player_box_2012.parquet
Diana Taurasi,585,2012-09-21,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Dymond  Simon,1081,2012-09-21,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Ewelina Kobryn,935,2012-09-21,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Jia Perkins,537,2012-09-21,unavailable,illness,ILLNESS,player_box_2012.parquet
Katie Douglas,156,2012-09-21,unavailable,illness,ILLNESS,player_box_2012.parquet
Michelle Snow,372,2012-09-21,unavailable,injury,SORE KNEE,player_box_2012.parquet
Noelle Quinn,737,2012-09-21,unavailable,injury,BRUISED RIGHT SHOULDER,player_box_2012.parquet
Penny Taylor,388,2012-09-21,unavailable,injury,TORN LEFT ACL,player_box_2012.parquet
Shavonte Zellous,851,2012-09-21,unavailable,illness,EVALUATION,player_box_2012.parquet
Svetlana  Abrosimova,34,2012-09-21,unavailable,injury,SPRAINED RIGHT WRIST,player_box_2012.parquet
Taj McWilliams-Franklin,286,2012-09-21,unavailable,rest,REST,player_box_2012.parquet
Betty Lennox,37,2012-09-22,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Crystal Langhorne,805,2012-09-22,unavailable,injury,LEFT FOOT,player_box_2012.parquet
Katelan  Redmon,1078,2012-09-22,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Kelley Cain,1076,2012-09-22,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Michelle Snow,372,2012-09-22,unavailable,injury,SORE KNEE,player_box_2012.parquet
Noelle Quinn,737,2012-09-22,unavailable,injury,RIGHT SHOULDER,player_box_2012.parquet
Sylvia Fowles,766,2012-09-22,unavailable,injury,LOWER LEG,player_box_2012.parquet
Amber Harris,985,2012-09-23,unavailable,illness,ILLNESS,player_box_2012.parquet
Becky Hammon,14,2012-09-23,unavailable,rest,REST,player_box_2012.parquet
Briann January,860,2012-09-23,unavailable,injury,POST-CONCUSSION SYMPTOMS,player_box_2012.parquet
Danielle McCray,974,2012-09-23,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Diana Taurasi,585,2012-09-23,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Dymond  Simon,1081,2012-09-23,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Katie Douglas,156,2012-09-23,unavailable,illness,ILLNESS,player_box_2012.parquet
Penny Taylor,388,2012-09-23,unavailable,injury,TORN LEFT ACL,player_box_2012.parquet
Rebekkah Brunson,571,2012-09-23,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Shavonte Zellous,851,2012-09-23,unavailable,injury,POST-CONCUSSION SYMPTOMS,player_box_2012.parquet
Sophia Young-Malcolm,680,2012-09-23,unavailable,rest,REST,player_box_2012.parquet
Svetlana  Abrosimova,34,2012-09-23,unavailable,injury,SPRAINED LEFT WRIST,player_box_2012.parquet
Tanisha Wright,618,2012-09-23,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Temeka Johnson,604,2012-09-23,unavailable,suspension,SUSPENDED BY LEAGUE,player_box_2012.parquet
Yelena Leuchanka,654,2012-09-23,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
April Sykes,1067,2012-09-27,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Jessica  Moore,646,2012-09-27,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Katelan  Redmon,1078,2012-09-27,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Kelley Cain,1076,2012-09-27,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Kelsey Griffin,915,2012-09-27,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Nicky Anosike,774,2012-09-27,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Tully  Bevilaqua,89,2012-09-27,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Ziomara Morrison,1073,2012-09-27,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Alysha Clark,924,2012-09-28,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Ewelina Kobryn,935,2012-09-28,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Karima Christmas-Kelly,1003,2012-09-28,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Ketia  Swanier,778,2012-09-28,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Laurie  Koehn,610,2012-09-28,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Sasha Goodlett,1069,2012-09-28,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Svetlana  Abrosimova,34,2012-09-28,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Yelena Leuchanka,654,2012-09-28,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
April Sykes,1067,2012-09-29,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Ebony Hoffman,551,2012-09-29,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Jessica  Moore,646,2012-09-29,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Katelan  Redmon,1078,2012-09-29,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Kelley Cain,1076,2012-09-29,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Kelsey Griffin,915,2012-09-29,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Tully  Bevilaqua,89,2012-09-29,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Ziomara Morrison,1073,2012-09-29,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Alysha Clark,924,2012-09-30,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Amber Harris,985,2012-09-30,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Erin Thorn,510,2012-09-30,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Ewelina Kobryn,935,2012-09-30,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Jeanette Pohlen-Mavunga,983,2012-09-30,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Jessica  Adair,868,2012-09-30,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Jessica Davenport,716,2012-09-30,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Karima Christmas-Kelly,1003,2012-09-30,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Laurie  Koehn,610,2012-09-30,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Sasha Goodlett,1069,2012-09-30,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Yelena Leuchanka,654,2012-09-30,unavailable,injury,RIGHT WRIST INJURY,player_box_2012.parquet
Alysha Clark,924,2012-10-02,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Amber Harris,985,2012-10-02,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Ewelina Kobryn,935,2012-10-02,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Jeanette Pohlen-Mavunga,983,2012-10-02,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Jessica  Adair,868,2012-10-02,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Jessica Davenport,716,2012-10-02,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Karima Christmas-Kelly,1003,2012-10-02,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Laurie  Koehn,610,2012-10-02,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Sasha Goodlett,1069,2012-10-02,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Yelena Leuchanka,654,2012-10-02,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Jessica  Moore,646,2012-10-05,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Jessica Davenport,716,2012-10-05,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Karima Christmas-Kelly,1003,2012-10-05,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Kelsey Griffin,915,2012-10-05,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Sasha Goodlett,1069,2012-10-05,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
April Sykes,1067,2012-10-07,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Ebony Hoffman,551,2012-10-07,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Jessica  Adair,868,2012-10-07,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Danielle McCray,974,2012-10-08,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Jessica  Moore,646,2012-10-08,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Karima Christmas-Kelly,1003,2012-10-08,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Kelsey Griffin,915,2012-10-08,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Sasha Goodlett,1069,2012-10-08,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Tammy  Sutton-Brown,384,2012-10-08,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Karima Christmas-Kelly,1003,2012-10-11,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Sasha Goodlett,1069,2012-10-11,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Erin Thorn,510,2012-10-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Jessica  Adair,868,2012-10-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Karima Christmas-Kelly,1003,2012-10-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Katie Douglas,156,2012-10-14,unavailable,injury,SPRAINED LEFT ANKLE,player_box_2012.parquet
Sasha Goodlett,1069,2012-10-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Tammy  Sutton-Brown,384,2012-10-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Erin Thorn,510,2012-10-17,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Jessica  Adair,868,2012-10-17,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Katie Douglas,156,2012-10-17,unavailable,injury,SPRAINED LEFT ANKLE,player_box_2012.parquet
Sasha Goodlett,1069,2012-10-17,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Tammy  Sutton-Brown,384,2012-10-17,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Jeanette Pohlen-Mavunga,983,2012-10-19,unavailable,injury,SPRAINED LEFT KNEE,player_box_2012.parquet
Katie Douglas,156,2012-10-19,unavailable,injury,SPRAINED LEFT ANKLE,player_box_2012.parquet
Amber Harris,985,2012-10-21,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Jeanette Pohlen-Mavunga,983,2012-10-21,unavailable,injury,TORN LEFT ACL,player_box_2012.parquet
Sasha Goodlett,1069,2012-10-21,not_chosen,coach_decision,COACH'S DECISION,player_box_2012.parquet
Becky Hammon,14,2013-05-24,unavailable,injury,RIGHT MIDDLE FINGER,player_box_2013.parquet
Erin Phillips,678,2013-05-24,unavailable,injury,TORN MENISCUS RIGHT KNEE,player_box_2013.parquet
Jeanette Pohlen-Mavunga,983,2013-05-24,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Layshia Clarendon,2490794,2013-05-24,unavailable,not_with_team,DID NOT TRAVEL,player_box_2013.parquet
Sophia Young-Malcolm,680,2013-05-24,unavailable,injury,RIGHT KNEE INJURY,player_box_2013.parquet
Cheryl Ford,479,2013-05-25,unavailable,injury,INJURED,player_box_2013.parquet
Natasha Lacy,951,2013-05-25,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Nicole Powell,538,2013-05-25,unavailable,injury,LEFT ANKLE,player_box_2013.parquet
Plenette Pierson,491,2013-05-25,unavailable,injury,INJURED,player_box_2013.parquet
Tiffany Jackson-Jones,729,2013-05-25,unavailable,injury,STRESS FRACTURE,player_box_2013.parquet
Candice Wiggins,775,2013-05-27,unavailable,injury,INJURED,player_box_2013.parquet
Jessica  Moore,646,2013-05-27,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Nadirah McKenith,2491228,2013-05-27,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Nicole Powell,538,2013-05-27,unavailable,injury,INJURED,player_box_2013.parquet
Penny Taylor,388,2013-05-27,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Tiffany Jackson-Jones,729,2013-05-27,unavailable,injury,INJURED,player_box_2013.parquet
Angel Goodrich,2325265,2013-05-31,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Anne Marie Armstrong,2491327,2013-05-31,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Cheryl Ford,479,2013-05-31,unavailable,injury,SORE LEFT KNEE,player_box_2013.parquet
Erin Phillips,678,2013-05-31,unavailable,injury,TORN MENISCUS RIGHT KNEE,player_box_2013.parquet
Jeanette Pohlen-Mavunga,983,2013-05-31,unavailable,injury,TORN LEFT ACL,player_box_2013.parquet
Jessica Davenport,716,2013-05-31,unavailable,injury,FRACTURED LEFT TIBIA,player_box_2013.parquet
Riquna Williams,1049,2013-05-31,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Tiffany Jackson-Jones,729,2013-05-31,unavailable,injury,FRACTURED RIGHT ANKLE,player_box_2013.parquet
Alana Beard,581,2013-06-01,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Becky Hammon,14,2013-06-01,unavailable,injury,RIGHT MIDDLE FINGER,player_box_2013.parquet
Renee Montgomery,865,2013-06-01,unavailable,injury,SPRAINED LEFT ANKLE,player_box_2013.parquet
Sophia Young-Malcolm,680,2013-06-01,unavailable,injury,ACL,player_box_2013.parquet
Cierra Bravard,1072,2013-06-02,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Jessica  Moore,646,2013-06-02,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Liz Cambage,1017,2013-06-02,unavailable,injury,SPRAINED LEFT ANKLE,player_box_2013.parquet
Lynetta Kizer,1051,2013-06-02,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Penny Taylor,388,2013-06-02,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Sue Bird,91,2013-06-02,unavailable,undisclosed,INACTIVE,player_box_2013.parquet
Tiffany Jackson-Jones,729,2013-06-02,unavailable,injury,STRESS FRACTURE,player_box_2013.parquet
Cheryl Ford,479,2013-06-05,unavailable,injury,LEFT KNEE INJURY,player_box_2013.parquet
Erin Phillips,678,2013-06-05,unavailable,injury,KNEE SURGERY,player_box_2013.parquet
Jeanette Pohlen-Mavunga,983,2013-06-05,unavailable,injury,KNEE SURGERY,player_box_2013.parquet
Jessica Davenport,716,2013-06-05,unavailable,injury,LEFT LEG INJURY,player_box_2013.parquet
Katie Douglas,156,2013-06-05,unavailable,injury,SORE BACK,player_box_2013.parquet
Penny Taylor,388,2013-06-06,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Becky Hammon,14,2013-06-07,unavailable,injury,RIGHT MIDDLE FINGER,player_box_2013.parquet
Cheryl Ford,479,2013-06-07,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Cierra Bravard,1072,2013-06-07,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Epiphanny Prince,882,2013-06-07,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Jessica  Moore,646,2013-06-07,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Kara Lawson,485,2013-06-07,unavailable,injury,SORE BACK,player_box_2013.parquet
Liz Cambage,1017,2013-06-07,unavailable,injury,SPRAINED ANKLE,player_box_2013.parquet
Renee Montgomery,865,2013-06-07,unavailable,injury,SPRAINED LEFT ANKLE,player_box_2013.parquet
Riquna Williams,1049,2013-06-07,unavailable,injury,INJURED,player_box_2013.parquet
Sophia Young-Malcolm,680,2013-06-07,unavailable,injury,RIGHT ACL,player_box_2013.parquet
Sue Bird,91,2013-06-07,unavailable,injury,INJURED,player_box_2013.parquet
Tan White,622,2013-06-07,unavailable,injury,BROKEN RIGHT FINGER,player_box_2013.parquet
Tiffany Jackson-Jones,729,2013-06-07,unavailable,injury,STRESS FRACTURE,player_box_2013.parquet
Alexis Hornbuckle,828,2013-06-08,unavailable,injury,LEFT ANKLE,player_box_2013.parquet
Brittney Griner,2490553,2013-06-08,unavailable,injury,LEFT KNEE INJURY,player_box_2013.parquet
Jenna O'Hea,1012,2013-06-08,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Jessica  Moore,646,2013-06-08,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Lindsey Moore,2490622,2013-06-08,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Liz Cambage,1017,2013-06-08,unavailable,injury,ANKLE INJURY,player_box_2013.parquet
Riquna Williams,1049,2013-06-08,unavailable,injury,CONCUSSION,player_box_2013.parquet
Sugar Rodgers,2491197,2013-06-08,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Tiffany Jackson-Jones,729,2013-06-08,unavailable,injury,STRESS FRACTURE,player_box_2013.parquet
Anne Marie Armstrong,2491327,2013-06-09,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Becky Hammon,14,2013-06-09,unavailable,injury,RIGHT MIDDLE FINGER,player_box_2013.parquet
Cheryl Ford,479,2013-06-09,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Courtney Clements,2327542,2013-06-09,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Essence Carson,802,2013-06-09,unavailable,injury,TORN LEFT ACL,player_box_2013.parquet
Julie Nicole Wojta,1099,2013-06-09,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Sophia Young-Malcolm,680,2013-06-09,unavailable,injury,RIGHT ACL,player_box_2013.parquet
Becky Hammon,14,2013-06-11,unavailable,injury,BROKEN FINGER,player_box_2013.parquet
Julie Nicole Wojta,1099,2013-06-11,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Sophia Young-Malcolm,680,2013-06-11,unavailable,injury,TORN ACL,player_box_2013.parquet
Erin Phillips,678,2013-06-12,unavailable,injury,TORN MENISCUS RIGHT KNEE,player_box_2013.parquet
Erin Thorn,510,2013-06-12,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Jeanette Pohlen-Mavunga,983,2013-06-12,unavailable,injury,TORN LEFT ACL,player_box_2013.parquet
Jessica Davenport,716,2013-06-12,unavailable,injury,BROKEN LEFT LEG,player_box_2013.parquet
Katie Douglas,156,2013-06-12,unavailable,injury,LOWER BACK INJURY,player_box_2013.parquet
Renee Montgomery,865,2013-06-12,unavailable,injury,SPRAINED LEFT ANKLE,player_box_2013.parquet
Sydney Carter,1105,2013-06-12,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Tan White,622,2013-06-12,unavailable,injury,BROKEN RIGHT FINGER,player_box_2013.parquet
Alana Beard,581,2013-06-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Alexis Hornbuckle,828,2013-06-14,unavailable,injury,SPRAINED LEFT ANKLE,player_box_2013.parquet
Candice Dupree,689,2013-06-14,unavailable,suspension,SUSPENDED BY LEAGUE,player_box_2013.parquet
Cheryl Ford,479,2013-06-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Essence Carson,802,2013-06-14,unavailable,injury,TORN LEFT ACL,player_box_2013.parquet
Jenna O'Hea,1012,2013-06-14,unavailable,injury,LEFT CALF STRAIN,player_box_2013.parquet
Lindsey Moore,2490622,2013-06-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Liz Cambage,1017,2013-06-14,unavailable,injury,SPRAINED ANKLE,player_box_2013.parquet
Penny Taylor,388,2013-06-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Renee Montgomery,865,2013-06-14,unavailable,injury,RIGHT ANKLE SPRAIN,player_box_2013.parquet
Sancho Lyttle,609,2013-06-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Sue Bird,91,2013-06-14,unavailable,not_with_team,NOT WITH TEAM,player_box_2013.parquet
Sydney Carter,1105,2013-06-14,not_chosen,coach_decision,COACH'S DECISION,player_box_2013.parquet
Tan White,622,2013-06-14,unavailable,injury,BROKEN FINGER,player_box_2013.parquet
